190,26,3140,5
191,25,2345,5
192,26,4842,5
193,25,1888,5
194,26,1268,5
195,25,243,5
196,26,2638,5
197,25,1064,5
198,26,2696,5
199,25,1284,5
200,26,1450,5
201,27,4881,5
202,28,4673,5
203,27,3904,5
204,28,1330,5
205,27,3370,5
206,28,1861,5
207,27,3734,5
208,28,3111,5
209,27,4392,5
210,28,3438,5
211,27,3921,5
212,28,2312,5
213,27,4940,5
214,28,4264,5
215,27,2983,5
216,28,4031,5
217,27,966,5
218,28,3571,5
219,27,2987,5
220,28,168,5
221,29,4044,5
222,30,962,5
223,29,823,5
224,30,3137,5
225,29,677,5
226,30,3232,5
227,29,2600,5
228,30,437,5
229,29,381,5
230,30,360,5
231,29,4408,5
232,30,2792,5
233,29,557,5
234,30,981,5
235,29,3243,5
236,30,1225,5
237,29,4165,5
238,30,4504,5
239,29,675,5
240,30,4559,5
241,31,2463,5
242,32,3314,5
243,31,3627,5
244,32,4192,5
245,31,4198,5
246,32,4623,5
247,31,3443,5
248,32,4037,5
249,31,4985,5
250,32,372,5
251,31,1376,5
252,32,477,5
253,31,1665,5
254,32,2917,5
255,31,1085,5
256,32,306,5
257,31,2587,5
258,32,1041,5
259,31,3691,5
260,32,556,5
261,33,2653,5
262,34,2568,5
263,33,1533,5
264,34,3505,5
265,33,3812,5
266,34,1070,5
267,33,3894,5
268,34,3993,5
269,33,4729,5
270,34,2495,5
271,33,1443,5
272,34,615,5
273,33,3606,5
274,34,106,5
275,33,728,5
276,34,4190,5
277,33,1163,5
278,34,3079,5
279,33,1157,5
280,34,3823,5
281,35,2219,5
282,36,3701,5
283,35,1680,5
284,36,501,5
285,35,3025,5
286,36,4325,5
287,35,1738,5
288,36,227,5
289,35,31,5
290,36,1201,5
291,35,2564,5
292,36,4736,5
293,35,4122,5
294,36,3911,5
295,35,1880,5
296,36,2033,5
297,35,2620,5
298,36,714,5
299,35,1714,5
300,36,1800,5
301,37,775,5
302,38,4046,5
303,37,4735,5
304,38,3657,5
305,37,3801,5
306,38,96,5
307,37,2,5
308,38,1758,5
309,37,1027,5
310,38,4245,5
311,37,3935,5
312,38,4869,5
313,37,2083,5
314,38,576,5
315,37,4602,5
316,38,2195,5
317,37,5000,5
318,38,3898,5
319,37,3827,5
320,38,1552,5
321,39,2029,5
322,40,669,5
323,39,2607,5
324,40,1916,5
325,39,1531,5
326,40,4953,5
327,39,992,5
328,40,2130,5
329,39,2236,5
330,40,1083,5
331,39,694,5
332,40,2481,5
333,39,1938,5
334,40,291,5
335,39,439,5
336,40,1459,5
337,39,1810,5
338,40,4800,5
339,39,2592,5
340,40,1095,5
341,41,1701,5
342,42,720,5
343,41,249,5
344,42,1278,5
345,41,3120,5
346,42,693,5
347,41,3638,5
348,42,4956,5
349,41,670,5
350,42,3895,5
351,41,3382,5
352,42,3234,5
353,41,2743,5
354,42,3816,5
355,41,3724,5
356,42,308,5
357,41,730,5
358,42,1673,5
359,41,868,5
360,42,4368,5
361,43,2326,5
362,44,3664,5
363,43,3555,5
364,44,1717,5
365,43,3017,5
366,44,3086,5
367,43,278,5
368,44,2948,5
369,43,1466,5
370,44,3072,5
371,43,3207,5
372,44,4356,5
373,43,3995,5
374,44,3292,5
375,43,3394,5
376,44,33,5
377,43,218,5
378,44,4995,5
379,43,2540,5
380,44,83,5
381,45,2097,5
382,46,860,5
383,45,4482,5
384,46,2051,5
385,45,1544,5
386,46,3966,5
387,45,2109,5
388,46,3077,5
389,45,2857,5
390,46,1505,5
391,45,2506,5
392,46,1204,5
393,45,2803,5
394,46,1476,5
395,45,1401,5
396,46,4821,5
397,45,2191,5
398,46,3956,5
399,45,1043,5
400,46,4354,5
401,47,1097,5
402,48,633,5
403,47,3568,5
404,48,4879,5
405,47,1206,5
406,48,4288,5
407,47,3132,5
408,48,1048,5
409,47,1045,5
410,48,3741,5
411,47,607,5
412,48,1427,5
413,47,4303,5
414,48,195,5
415,47,1176,5
416,48,535,5
417,47,4861,5
418,48,2020,5
419,47,935,5
420,48,560,5
421,49,3053,5
422,50,3320,5
423,49,2622,5
424,50,2080,5
425,49,234,5
426,50,1859,5
427,49,2941,5
428,50,4372,5
429,49,3116,5
430,50,2322,5
431,49,1789,5
432,50,4184,5
433,49,1845,5
434,50,3428,5
435,49,2974,5
436,50,2981,5
437,49,2514,5
438,50,571,5
439,49,3373,5
440,50,1944,5
441,51,3190,5
442,52,3876,5
443,51,2158,5
444,52,2860,5
445,51,1689,5
446,52,426,5
447,51,209,5
448,52,2603,5
449,51,1915,5
450,52,713,5
451,51,3646,5
452,52,4331,5
453,51,2557,5
454,52,179,5
455,51,3784,5
456,52,757,5
457,51,2537,5
458,52,2462,5
459,51,723,5
460,52,1548,5
461,53,797,5
462,54,1812,5
463,53,4670,5
464,54,347,5
465,53,4257,5
466,54,4298,5
467,53,75,5
468,54,3112,5
469,53,1956,5
470,54,4550,5
471,53,1797,5
472,54,4295,5
473,53,4079,5
474,54,3596,5
475,53,3863,5
476,54,884,5
477,53,1749,5
478,54,916,5
479,53,4982,5
480,54,3189,5
481,55,3161,5
482,56,2497,5
483,55,3357,5
484,56,1161,5
485,55,3778,5
486,56,1969,5
487,55,288,5
488,56,3501,5
489,55,2424,5
490,56,862,5
491,55,1642,5
492,56,340,5
493,55,3229,5
494,56,2122,5
495,55,901,5
496,56,2679,5
497,55,2349,5
498,56,911,5
499,55,2060,5
500,56,1900,5
501,57,3010,5
502,58,353,5
503,57,3492,5
504,58,1868,5
505,57,1413,5
506,58,4117,5
507,57,1186,5
508,58,3980,5
509,57,3950,5
510,58,2959,5
511,57,1826,5
512,58,4300,5
513,57,870,5
514,58,147,5
515,57,3985,5
516,58,4050,5
517,57,3793,5
518,58,1107,5
519,57,2880,5
520,58,4669,5
521,59,3289,5
522,60,4899,5
523,59,3485,5
524,60,4793,5
525,59,495,5
526,60,3617,5
527,59,715,5
528,60,3192,5
529,59,1631,5
530,60,2841,5
531,59,3547,5
532,60,1479,5
533,59,3704,5
534,60,3785,5
535,59,701,5
536,60,1756,5
537,59,105,5
538,60,2435,5
539,59,1058,5
540,60,553,5
541,61,4822,5
542,62,199,5
543,61,2938,5
544,62,1796,5
545,61,2224,5
546,62,965,5
547,61,3962,5
548,62,4614,5
549,61,2780,5
550,62,4600,5
551,61,3603,5
552,62,1495,5
553,61,1220,5
554,62,1657,5
555,61,1991,5
556,62,4564,5
557,61,4851,5
558,62,1639,5
559,61,4537,5
560,62,3798,5
561,63,2822,5
562,64,3597,5
563,63,2335,5
564,64,1009,5
565,63,2665,5
566,64,577,5
567,63,4579,5
568,64,2579,5
569,63,2660,5
570,64,30,5
571,63,1008,5
572,64,4313,5
573,63,3765,5
574,64,4109,5
575,63,2251,5
576,64,827,5
577,63,551,5
578,64,418,5
579,63,2233,5
580,64,467,5
581,65,2623,5
582,66,3105,5
583,65,1946,5
584,66,1779,5
585,65,2336,5
586,66,1817,5
587,65,2136,5
588,66,2536,5
589,65,4371,5
590,66,725,5
591,65,4657,5
592,66,4696,5
593,65,4493,5
594,66,4787,5
595,65,362,5
596,66,2693,5
597,65,4047,5
598,66,4554,5
599,65,676,5
600,66,886,5
601,67,2001,5
602,68,4306,5
603,67,1253,5
604,68,1152,5
605,67,4307,5
606,68,156,5
607,67,215,5
608,68,3172,5
609,67,2932,5
610,68,315,5
611,67,3348,5
612,68,1347,5
613,67,2614,5
614,68,3037,5
615,67,259,5
616,68,1720,5
617,67,843,5
618,68,4923,5
619,67,3516,5
620,68,4102,5
621,69,4014,5
622,70,4918,5
623,69,3540,5
624,70,3390,5
625,69,2279,5
626,70,2050,5
627,69,4490,5
628,70,3947,5
629,69,266,5
630,70,4692,5
631,69,1937,5
632,70,3391,5
633,69,4256,5
634,70,2806,5
635,69,4962,5
636,70,950,5
637,69,809,5
638,70,2535,5
639,69,3386,5
640,70,3578,5
641,71,4373,5
642,72,1188,5
643,71,1104,5
644,72,1092,5
645,71,2075,5
646,72,331,5
647,71,4195,5
648,72,2573,5
649,71,3434,5
650,72,3457,5
651,71,3916,5
652,72,524,5
653,71,3580,5
654,72,3640,5
655,71,3007,5
656,72,2615,5
657,71,1809,5
658,72,3502,5
659,71,3171,5
660,72,685,5
661,76,1282,5
662,77,4159,5
663,76,3790,5
664,77,1920,5
665,76,1494,5
666,77,3584,5
667,76,2455,5
668,77,4457,5
669,76,311,5
670,77,2771,5
671,76,1803,5
672,77,2768,5
673,76,1722,5
674,77,4511,5
675,76,3253,5
676,77,3854,5
677,76,1978,5
678,77,2759,5
679,76,3384,5
680,77,1649,5
681,78,2735,5
682,79,2227,5
683,78,4169,5
684,79,4974,5
685,78,857,5
686,79,202,5
687,78,4089,5
688,79,471,5
689,78,719,5
690,79,1088,5
691,78,3315,5
692,79,1066,5
693,78,322,5
694,79,2460,5
695,78,229,5
696,79,3791,5
697,78,2238,5
698,79,2473,5
699,78,1358,5
700,79,1196,5
701,80,1270,5
702,81,1818,5
703,80,690,5
704,81,749,5
705,80,2577,5
706,81,1141,5
707,80,1487,5
708,81,1828,5
709,80,4458,5
710,81,4778,5
711,80,4532,5
712,81,1981,5
713,80,3803,5
714,81,3614,5
715,80,711,5
716,81,2310,5
717,80,212,5
718,81,2793,5
719,80,1052,5
720,81,3285,5
721,82,2432,5
722,83,1452,5
723,82,3405,5
724,83,4463,5
725,82,3186,5
726,83,152,5
727,82,4836,5
728,83,1464,5
729,82,954,5
730,83,4489,5
731,82,1522,5
732,83,1887,5
733,82,1305,5
734,83,348,5
735,82,3425,5
736,83,270,5
737,82,4577,5
738,83,3752,5
739,82,1178,5
740,83,2306,5
741,84,3810,5
742,85,343,5
743,84,2257,5
744,85,176,5
745,84,1212,5
746,85,3294,5
747,84,1839,5
748,85,4811,5
749,84,239,5
750,85,4827,5
751,84,4178,5
752,85,2104,5
753,84,4695,5
754,85,2384,5
755,84,4076,5
756,85,4934,5
757,84,1181,5
758,85,4028,5
759,84,624,5
760,85,4141,5
761,86,1394,5
762,87,3770,5
763,86,706,5
764,87,838,5
765,86,4609,5
766,87,540,5
767,86,3482,5
768,87,10,5
769,86,491,5
770,87,4761,5
771,86,2922,5
772,87,4586,5
773,86,4471,5
774,87,4945,5
775,86,166,5
776,87,384,5
777,86,500,5
778,87,1515,5
779,86,2387,5
780,87,2361,5
781,88,835,5
782,89,481,5
783,88,2655,5
784,89,341,5
785,88,4465,5
786,89,2902,5
787,88,4391,5
788,89,2657,5
789,88,2594,5
790,89,3997,5
791,88,683,5
792,89,3122,5
793,88,3961,5
794,89,923,5
795,88,1445,5
796,89,1336,5
797,88,3409,5
798,89,4901,5
799,88,3686,5
800,89,2928,5
801,90,2004,5
802,91,2716,5
803,90,1509,5
804,91,1299,5
805,90,1164,5
806,91,1627,5
807,90,3913,5
808,91,3469,5
809,90,2308,5
810,91,1670,5
811,90,1724,5
812,91,247,5
813,90,1137,5
814,91,566,5
815,90,3326,5
816,91,1448,5
817,90,3341,5
818,91,2979,5
819,90,536,5
820,91,3378,5
821,92,1994,5
822,93,4700,5
823,92,1273,5
824,93,2668,5
825,92,881,5
826,93,299,5
827,92,2966,5
828,93,3280,5
829,92,808,5
830,93,3367,5
831,92,1807,5
832,93,4214,5
833,92,3282,5
834,93,1344,5
835,92,1954,5
836,93,4727,5
837,92,4829,5
838,93,4261,5
839,92,3891,5
840,93,819,5
841,94,4719,5
842,95,1378,5
843,94,389,5
844,95,1072,5
845,94,1288,5
846,95,1564,5
847,94,4708,5
848,95,334,5
849,94,3595,5
850,95,2190,5
851,94,3689,5
852,95,2450,5
853,94,915,5
854,95,4006,5
855,94,170,5
856,95,4358,5
857,94,3553,5
858,95,1653,5
859,94,84,5
860,95,2156,5
861,96,4573,5
862,97,3458,5
863,96,3520,5
864,97,2037,5
865,96,3169,5
866,97,1016,5
867,96,4759,5
868,97,2002,5
869,96,2187,5
870,97,3570,5
871,96,3813,5
872,97,1957,5
873,96,4582,5
874,97,424,5
875,96,1,5
876,97,4052,5
877,96,3511,5
878,97,3038,5
879,96,814,5
880,97,3667,5
881,98,2328,5
882,99,2250,5
883,98,1410,5
884,99,4189,5
885,98,4790,5
886,99,1169,5
887,98,368,5
888,99,3126,5
889,98,2842,5
890,99,1423,5
891,98,2914,5
892,99,2327,5
893,98,4202,5
894,99,175,5
895,98,420,5
896,99,3725,5
897,98,2678,5
898,99,3029,5
899,98,2686,5
900,99,3240,5
901,100,629,5
902,101,1651,5
903,100,1334,5
904,101,2446,5
905,100,772,5
906,101,4,5
907,100,601,5
908,101,2741,5
909,100,2129,5
910,101,2111,5
911,100,354,5
912,101,43,5
913,100,3210,5
914,101,1896,5
915,100,2447,5
916,101,2721,5
917,100,1447,5
918,101,1940,5
919,100,1755,5
920,101,1036,5
921,102,3546,5
922,103,1286,5
923,102,876,5
924,103,2705,5
925,102,529,5
926,103,1686,5
927,102,4444,5
928,103,4000,5
929,102,842,5
930,103,313,5
931,102,1813,5
932,103,2101,5
933,102,977,5
934,103,990,5
935,102,4033,5
936,103,984,5
937,102,4118,5
938,103,2105,5
939,102,3306,5
940,103,1007,5
941,104,3672,5
942,105,4309,5
943,104,1754,5
944,105,951,5
945,104,2360,5
946,105,4678,5
947,104,3389,5
948,105,2254,5
949,104,4185,5
950,105,4904,5
951,104,855,5
952,105,2800,5
953,104,1252,5
954,105,3051,5
955,104,1266,5
956,105,3032,5
957,104,810,5
958,105,3576,5
959,104,356,5
960,105,4389,5
961,106,1154,5
962,107,910,5
963,106,236,5
964,107,3808,5
965,106,1199,5
966,107,2901,5
967,106,4081,5
968,107,34,5
969,106,4818,5
970,107,456,5
971,106,66,5
972,107,4374,5
973,106,2755,5
974,107,425,5
975,106,3567,5
976,107,4039,5
977,106,4428,5
978,107,3871,5
979,106,2172,5
980,107,1022,5
981,108,4797,5
982,109,1824,5
983,108,4641,5
984,109,2133,5
985,108,3238,5
986,109,517,5
987,108,4111,5
988,109,161,5
989,108,412,5
990,109,917,5
991,108,3327,5
992,109,761,5
993,108,2309,5
994,109,4367,5
995,108,4967,5
996,109,2457,5
997,108,6,5
998,109,2329,5
999,108,2786,5
1000,109,113,5
1001,110,1617,5
1002,111,15,5
1003,110,3321,5
1004,111,4557,5
1005,110,4294,5
1006,111,3992,5
1007,110,4191,5
1008,111,2421,5
1009,110,3805,5
1010,111,1898,5
1011,110,1556,5
1012,111,4015,5
1013,110,793,5
1014,111,1516,5
1015,110,4920,5
1016,111,2812,5
1017,110,1313,5
1018,111,3222,5
1019,110,625,5
1020,111,284,5
1021,112,4824,5
1022,113,820,5
1023,112,2283,5
1024,113,4914,5
1025,112,2267,5
1026,113,4066,5
1027,112,3260,5
1028,113,3781,5
1029,112,4226,5
1030,113,2040,5
1031,112,1903,5
1032,113,4799,5
1033,112,502,5
1034,113,3510,5
1035,112,4484,5
1036,113,3755,5
1037,112,4857,5
1038,113,4957,5
1039,112,2045,5
1040,113,3340,5
1041,114,487,5
1042,115,4376,5
1043,114,609,5
1044,115,1632,5
1045,114,86,5
1046,115,1318,5
1047,114,3266,5
1048,115,2030,5
1049,114,680,5
1050,115,1321,5
1051,114,631,5
1052,115,3726,5
1053,114,2528,5
1054,115,896,5
1055,114,4697,5
1056,115,3684,5
1057,114,2147,5
1058,115,2098,5
1059,114,4528,5
1060,115,1697,5
1061,116,4527,5
1062,117,3806,5
1063,116,3333,5
1064,117,589,5
1065,116,1091,5
1066,117,1784,5
1067,116,1442,5
1068,117,1834,5
1069,116,3818,5
1070,117,3799,5
1071,116,3018,5
1072,117,974,5
1073,116,358,5
1074,117,4088,5
1075,116,436,5
1076,117,1626,5
1077,116,1636,5
1078,117,4996,5
1079,116,238,5
1080,117,1044,5
1081,118,46,5
1082,119,1878,5
1083,118,630,5
1084,119,1769,5
1085,118,4054,5
1086,119,1510,5
1087,118,4407,5
1088,119,1612,5
1089,118,3982,5
1090,119,3946,5
1091,118,2832,5
1092,119,1259,5
1093,118,246,5
1094,119,2044,5
1095,118,3821,5
1096,119,1891,5
1097,118,4266,5
1098,119,3674,5
1099,118,1383,5
1100,119,337,5
1101,120,2340,5
1102,121,3061,5
1103,120,2354,5
1104,121,4241,5
1105,120,986,5
1106,121,296,5
1107,120,3559,5
1108,121,2331,5
1109,120,2527,5
1110,121,877,5
1111,120,2939,5
1112,121,4580,5
1113,120,2479,5
1114,121,2464,5
1115,120,4927,5
1116,121,4936,5
1117,120,3471,5
1118,121,1399,5
1119,120,173,5
1120,121,940,5
1121,122,3819,5
1122,123,171,5
1123,122,3872,5
1124,123,627,5
1125,122,2289,5
1126,123,3082,5
1127,122,3216,5
1128,123,3519,5
1129,122,2378,5
1130,123,108,5
1131,122,3251,5
1132,123,2253,5
1133,122,2123,5
1134,123,4074,5
1135,122,3070,5
1136,123,3834,5
1137,122,174,5
1138,123,836,5
1139,122,3176,5
1140,123,2048,5
1141,124,4485,5
1142,125,1983,5
1143,124,2553,5
1144,125,4384,5
1145,124,3342,5
1146,125,3424,5
1147,124,2089,5
1148,125,3188,5
1149,124,3879,5
1150,125,27,5
1151,124,1432,5
1152,125,2159,5
1153,124,1815,5
1154,125,3003,5
1155,124,1521,5
1156,125,4938,5
1157,124,897,5
1158,125,3224,5
1159,124,2849,5
1160,125,4844,5
1161,126,3528,5
1162,127,1403,5
1163,126,4010,5
1164,127,1373,5
1165,126,1389,5
1166,127,1017,5
1167,126,1080,5
1168,127,1962,5
1169,126,696,5
1170,127,1207,5
1171,126,4675,5
1172,127,4302,5
1173,126,4312,5
1174,127,474,5
1175,126,844,5
1176,127,4172,5
1177,126,1180,5
1178,127,1317,5
1179,126,2244,5
1180,127,4783,5
1181,128,2400,5
1182,129,1506,5
1183,128,4563,5
1184,129,3589,5
1185,128,2847,5
1186,129,821,5
1187,128,812,5
1188,129,3303,5
1189,128,1830,5
1190,129,1672,5
1191,128,118,5
1192,129,2010,5
1193,128,3436,5
1194,129,581,5
1195,128,4056,5
1196,129,1748,5
1197,128,3721,5
1198,129,1763,5
1199,128,1114,5
1200,129,3989,5
1201,130,302,5
1202,131,3626,5
1203,130,599,5
1204,131,1526,5
1205,130,1301,5
1206,131,314,5
1207,130,110,5
1208,131,1051,5
1209,130,3358,5
1210,131,3732,5
1211,130,3414,5
1212,131,445,5
1213,130,344,5
1214,131,1836,5
1215,130,785,5
1216,131,2213,5
1217,130,392,5
1218,131,4342,5
1219,130,433,5
1220,131,2673,5
1221,132,4042,5
1222,133,2853,5
1223,132,3247,5
1224,133,2578,5
1225,132,4536,5
1226,133,1982,5
1227,132,3577,5
1228,133,1101,5
1229,132,2280,5
1230,133,78,5
1231,132,3884,5
1232,133,3945,5
1233,132,1113,5
1234,133,2583,5
1235,132,4935,5
1236,133,3554,5
1237,132,2862,5
1238,133,463,5
1239,132,4403,5
1240,133,3332,5
1241,134,2058,5
1242,135,3147,5
1243,134,1518,5
1244,135,4610,5
1245,134,1480,5
1246,135,2944,5
1247,134,4462,5
1248,135,3587,5
1249,134,2355,5
1250,135,3794,5
1251,134,3406,5
1252,135,4964,5
1253,134,2423,5
1254,135,2394,5
1255,134,663,5
1256,135,2715,5
1257,134,4575,5
1258,135,3316,5
1259,134,193,5
1260,135,3515,5
1261,136,68,5
1262,137,3959,5
1263,136,1702,5
1264,137,1825,5
1265,136,3939,5
1266,137,3642,5
1267,136,4362,5
1268,137,997,5
1269,136,2927,5
1270,137,398,5
1271,136,3397,5
1272,137,1554,5
1273,136,3248,5
1274,137,4012,5
1275,136,3688,5
1276,137,1406,5
1277,136,4795,5
1278,137,4203,5
1279,136,3392,5
1280,137,2604,5
1281,138,3359,5
1282,139,1848,5
1283,138,1354,5
1284,139,4812,5
1285,138,687,5
1286,139,3131,5
1287,138,1571,5
1288,139,4166,5
1289,138,367,5
1290,139,817,5
1291,138,3536,5
1292,139,4789,5
1293,138,2954,5
1294,139,4315,5
1295,138,1319,5
1296,139,1012,5
1297,138,1831,5
1298,139,3427,5
1299,138,4260,5
1300,139,2296,5
1301,140,2894,5
1302,141,3241,5
1303,140,1110,5
1304,141,1269,5
1305,140,319,5
1306,141,1361,5
1307,140,994,5
1308,141,222,5
1309,140,2807,5
1310,141,3923,5
1311,140,1683,5
1312,141,2711,5
1313,140,4397,5
1314,141,4125,5
1315,140,3858,5
1316,141,182,5
1317,140,4882,5
1318,141,317,5
1319,140,3641,5
1320,141,3124,5
1321,145,464,5
1322,146,3564,5
1323,145,3164,5
1324,146,4592,5
1325,145,2273,5
1326,146,3802,5
1327,145,3114,5
1328,146,4569,5
1329,145,1131,5
1330,146,1011,5
1331,145,3870,5
1332,146,4453,5
1333,145,3523,5
1334,146,4922,5
1335,145,2910,5
1336,146,2341,5
1337,145,4740,5
1338,146,4345,5
1339,145,3045,5
1340,146,2916,5
1341,147,3273,5
1342,148,2334,5
1343,147,1121,5
1344,148,3697,5
1345,147,2531,5
1346,148,3109,5
1347,147,4567,5
1348,148,1484,5
1349,147,101,5
1350,148,4808,5
1351,147,4415,5
1352,148,784,5
1353,147,1255,5
1354,148,4745,5
1355,147,2456,5
1356,148,2798,5
1357,147,2277,5
1358,148,4764,5
1359,147,3433,5
1360,148,1018,5
1361,149,1140,5
1362,150,4552,5
1363,149,3566,5
1364,150,2305,5
1365,149,4132,5
1366,150,3317,5
1367,149,4777,5
1368,150,1669,5
1369,149,3106,5
1370,150,2389,5
1371,149,2041,5
1372,150,2436,5
1373,149,2619,5
1374,150,1057,5
1375,149,1782,5
1376,150,3918,5
1377,149,3948,5
1378,150,3929,5
1379,149,4530,5
1380,150,4348,5
1381,151,2023,5
1382,152,2086,5
1383,151,2005,5
1384,152,2801,5
1385,151,2157,5
1386,152,4570,5
1387,151,2212,5
1388,152,3524,5
1389,151,726,5
1390,152,2342,5
1391,151,4814,5
1392,152,140,5
1393,151,4467,5
1394,152,318,5
1395,151,3451,5
1396,152,3500,5
1397,151,813,5
1398,152,1581,5
1399,151,936,5
1400,152,2391,5
1401,153,2747,5
1402,154,3901,5
1403,153,3319,5
1404,154,2704,5
1405,153,3157,5
1406,154,788,5
1407,153,2628,5
1408,154,665,5
1409,153,4633,5
1410,154,4491,5
1411,153,638,5
1412,154,1679,5
1413,153,3728,5
1414,154,4281,5
1415,153,1380,5
1416,154,3679,5
1417,153,3712,5
1418,154,3002,5
1419,153,4689,5
1420,154,3841,5
1421,155,1411,5
1422,156,3682,5
1423,155,1650,5
1424,156,3788,5
1425,155,271,5
1426,156,3723,5
1427,155,554,5
1428,156,3710,5
1429,155,826,5
1430,156,3381,5
1431,155,3608,5
1432,156,1194,5
1433,155,3256,5
1434,156,2744,5
1435,155,3064,5
1436,156,330,5
1437,155,3768,5
1438,156,1172,5
1439,155,852,5
1440,156,2015,5
1441,157,530,5
1442,158,2403,5
1443,157,4788,5
1444,158,4381,5
1445,157,3468,5
1446,158,2164,5
1447,157,753,5
1448,158,2241,5
1449,157,779,5
1450,158,606,5
1451,157,88,5
1452,158,4174,5
1453,157,3685,5
1454,158,582,5
1455,157,2769,5
1456,158,2179,5
1457,157,3016,5
1458,158,1416,5
1459,157,3736,5
1460,158,4773,5
1461,159,292,5
1462,160,978,5
1463,159,4359,5
1464,160,466,5
1465,159,4472,5
1466,160,1587,5
1467,159,2430,5
1468,160,223,5
1469,159,1093,5
1470,160,3174,5
1471,159,1970,5
1472,160,3054,5
1473,159,2270,5
1474,160,4890,5
1475,159,3845,5
1476,160,3753,5
1477,159,448,5
1478,160,1512,5
1479,159,4545,5
1480,160,989,5
1481,161,2581,5
1482,162,3416,5
1483,161,1985,5
1484,162,3099,5
1485,161,1897,5
1486,162,1764,5
1487,161,380,5
1488,162,1781,5
1489,161,339,5
1490,162,2416,5
1491,161,822,5
1492,162,2796,5
1493,161,4434,5
1494,162,4154,5
1495,161,1871,5
1496,162,4815,5
1497,161,3212,5
1498,162,1218,5
1499,161,2819,5
1500,162,200,5
1501,163,3804,5
1502,164,2247,5
1503,163,1601,5
1504,164,4704,5
1505,163,4753,5
1506,164,1219,5
1507,163,480,5
1508,164,2444,5
1509,163,2877,5
1510,164,3100,5
1511,163,637,5
1512,164,4568,5
1513,163,3796,5
1514,164,1425,5
1515,163,1718,5
1516,164,1774,5
1517,163,2284,5
1518,164,1265,5
1519,163,3670,5
1520,164,3296,5
1521,165,795,5
1522,166,2994,5
1523,165,872,5
1524,166,408,5
1525,165,4929,5
1526,166,4605,5
1527,165,4685,5
1528,166,2217,5
1529,165,3154,5
1530,166,2817,5
1531,165,2652,5
1532,166,4798,5
